ResponseId,MainBranch,EdLevel,Employment,YearsCode,DevType,RemoteWork,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,ConvertedCompYearly
35158,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",34.0,"Developer, game or graphics",,Germany,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;SQLite,Docker;Microsoft Azure;MSBuild;npm;NuGet,139218.0
35159,I am a developer by profession,Some college/university study without earning a degree,Employed,18.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Cassandra;Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Docker;Maven (build tool);npm;Prometheus;Terraform;Yarn,240000.0
35160,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,"Developer, full-stack",Remote,Yemen,Dart;Go;HTML/CSS;Java;JavaScript;Python;R;TypeScript,MariaDB;MongoDB;PostgreSQL;Supabase,Amazon Web Services (AWS);Ansible;Cloudflare;Docker;Firebase;Heroku;Kubernetes;Pip;pnpm;Poetry;Supabase;Vercel;Yarn,37041.0
35163,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",28.0,"Developer, front-end",Remote,Canada,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,,13133.0
35166,"I used to be a developer by profession, but no longer am",Some college/university study without earning a degree,Employed,10.0,System administrator,"Hybrid (some remote, leans heavy to in-person)",Paraguay,C++;PowerShell;Python;Rust;SQL,Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS);Cargo;Chocolatey;Cloudflare;Docker;Google Cloud;MSBuild;New Relic;Pip;Prometheus,7039.0
35168,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, full-stack",Remote,Brazil,Java;JavaScript;PowerShell;SQL,Elasticsearch;MongoDB;PostgreSQL;Redis,Chocolatey;Docker;Kubernetes;Maven (build tool);Microsoft Azure;npm;Podman;Webpack,36407.0
35170,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,"Developer, full-stack",In-person,China,Java;JavaScript;Kotlin;SQL,Dynamodb;PostgreSQL;Redis;Snowflake;SQLite,Datadog;Docker;Kubernetes;Maven (build tool);npm;pnpm,97500.0
35172,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Not employed,6.0,Support engineer or analyst,,United States of America,Go;HTML/CSS;JavaScript;Python;SQL,Dynamodb;InfluxDB;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Chocolatey;Cloudflare;Docker;npm;Pip,70000.0
35173,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Associate degree (A.A., A.S., etc.)",Employed,50.0,System administrator,Remote,Canada,Bash/Shell (all shells);PowerShell;Python;SQL,MySQL;PostgreSQL,Ansible;APT;Docker;Kubernetes;Microsoft Azure;Pip;Podman,109438.0
35175,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,25.0,"Developer, back-end",Remote,Canada,Go;Lua;Python;Rust;SQL;TypeScript,Dynamodb;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Bun;Cargo;Cloudflare;Composer;Digital Ocean;Docker,138621.0
35176,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,23.0,"Developer, mobile","Hybrid (some in-person, leans heavy to flexibility)",United States of America,Bash/Shell (all shells);Dart;Ruby;SQL;Swift,,,165000.0
35177,"I used to be a developer by profession, but no longer am",Some college/university study without earning a degree,Employed,20.0,Engineering manager,"Hybrid (some remote, leans heavy to in-person)",Netherlands,Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,PostgreSQL;Supabase,Chocolatey;Docker;Firebase;Google Cloud;Homebrew;npm;pnpm;Supabase;Vite;Webpack,97452.0
35180,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,Engineering manager,In-person,Denmark,HTML/CSS;JavaScript;TypeScript,MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Firebase;Google Cloud;Homebrew;Kubernetes;Make;Microsoft Azure;Netlify;New Relic;npm;Supabase;Terraform;Vercel;Vite;Webpack;Yarn,10731.0
35181,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,29.0,"Developer, embedded applications or devices",In-person,United States of America,Assembly;Bash/Shell (all shells);C;PowerShell;Python;Visual Basic (.Net),,Chocolatey;Composer;Docker;Make;Pip,175000.0
35185,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Canada,Java;Scala,IBM DB2;Microsoft SQL Server,Docker;Kubernetes,156860.0
35186,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,Cybersecurity or InfoSec professional,"Your choice (very flexible, you can come in when you want or just as needed)",Germany,Bash/Shell (all shells);PowerShell;Python;SQL,Databricks SQL;Elasticsearch;MariaDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Datadog;Docker;Microsoft Azure;Pacman,145018.0
35188,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,DevOps engineer or professional,"Hybrid (some in-person, leans heavy to flexibility)",France,Assembly;Bash/Shell (all shells);C#;Go;Groovy;Java;JavaScript;PHP;PowerShell;Python;Ruby;Rust;SQL;Visual Basic (.Net),Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase;Clickhouse,Ansible;APT;Chocolatey;Docker;Gradle;Kubernetes;Make;Microsoft Azure;MSBuild;npm;Pip;Prometheus;Supabase;Terraform;Vite;Webpack;Yarn,55687.0
35190,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,4.0,Other (please specify):,In-person,United States of America,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Microsoft Access;MySQL;Oracle,,8000.0
35193,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,"Founder, technology or otherwise","Your choice (very flexible, you can come in when you want or just as needed)",Canada,Bash/Shell (all shells);HTML/CSS;PHP;Python;SQL;TypeScript,MySQL;Redis;SQLite;Valkey,Amazon Web Services (AWS);Docker;npm;Pip;Vercel;Vite;Yarn,47423.0
35194,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",Germany,Bash/Shell (all shells);C#;C++;PowerShell;Python;TypeScript,,Ansible;Docker;Pip;pnpm,51975.0
35195,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",10.0,"Developer, game or graphics",,United States of America,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,,,85000.0
35198,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,35.0,"Developer, back-end",Remote,Sweden,Java;Kotlin;SQL,H2;Oracle;PostgreSQL,Amazon Web Services (AWS);Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);Prometheus;Splunk;Terraform,83857.0
35199,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, back-end",Remote,United States of America,Go;HTML/CSS;Java;JavaScript;SQL,MongoDB;MySQL;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Docker;Make;Maven (build tool);Splunk,131000.0
35203,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",Canada,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,Dynamodb;Elasticsearch;MongoDB;MySQL;Redis,Amazon Web Services (AWS);Composer;Datadog;Docker;Gradle;Heroku;Homebrew;Maven (build tool);Microsoft Azure;npm;Pip;Splunk;Terraform,91928.0
35204,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,29.0,"Developer, embedded applications or devices",In-person,Italy,C;C++;Python,,,58007.0
35205,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,"Developer, mobile",Remote,United States of America,Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;SQL;TypeScript,BigQuery;Elasticsearch;PostgreSQL;Redis;SQLite,Docker;Google Cloud;Gradle;Kubernetes;npm;Poetry,280000.0
35208,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",9.0,"Developer, full-stack",In-person,United States of America,HTML/CSS;JavaScript;Python;SQL,MySQL,Cloudflare;Google Cloud;npm;Pip;Yarn,20000.0
35209,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,53.0,Data scientist,Remote,United States of America,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lisp;Prolog;Python;Scala;TypeScript,BigQuery;Neo4J;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Homebrew;Make;npm;Pip;Poetry,250000.0
35210,I am a developer by profession,Some college/university study without earning a degree,Employed,30.0,"Developer, full-stack",Remote,Portugal,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;Redis,Amazon Web Services (AWS);APT;Cloudflare;Composer;Docker;Google Cloud;Homebrew;npm,60328.0
35216,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,"Developer, embedded applications or devices","Hybrid (some in-person, leans heavy to flexibility)",United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell (all shells);C;C++;GDScript;HTML/CSS;JavaScript;Python;Rust;TypeScript,,Cargo;Cloudflare;Docker;Homebrew;Make;Ninja;npm;Pip;pnpm;Poetry;Vercel;Vite;Yarn,62829.0
35217,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",30.0,"Developer, full-stack",,Germany,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS);Composer;Docker;Gradle;Maven (build tool);npm,81210.0
35218,I am learning to code,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,4.0,Student,,Germany,Java;Python,,,11601.0
35220,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",38.0,"Developer, full-stack",,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;SQLite;Amazon Redshift,Amazon Web Services (AWS);Composer;Google Cloud;Make;npm;Pip;Yarn,34804.0
35222,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,"Developer, back-end",Remote,Taiwan,Java;JavaScript;Python,BigQuery;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;npm;Vite,33886.0
35223,I code primarily as a hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Retired,63.0,Retired,,Canada,Bash/Shell (all shells);Fortran;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB;MySQL,Docker;Make,54719.0
35225,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,45.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Docker,147000.0
35228,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,12.0,Academic researcher,,United States of America,Bash/Shell (all shells);C++;Python;Rust,,Cargo;Make;Pip,35000.0
35229,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,24.0,DevOps engineer or professional,In-person,Denmark,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,Ansible;Docker;npm;Pip;Podman;Prometheus;Vite,111975.0
35230,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,24.0,"Architect, software or solutions","Hybrid (some remote, leans heavy to in-person)",Bahrain,,,,132572.0
35232,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,Employed,44.0,Support engineer or analyst,In-person,United Kingdom of Great Britain and Northern Ireland,PowerShell;Python;SQL;Visual Basic (.Net),MariaDB;Microsoft SQL Server;SQLite,,46288.0
35233,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,"Developer, full-stack",Remote,Italy,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;TypeScript,,Ansible;Cargo;Docker;Kubernetes;npm;Pacman;pnpm;Vite;Yarn,90491.0
35234,I am a developer by profession,Some college/university study without earning a degree,Employed,9.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Germany,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;TypeScript,MongoDB;Redis;SQLite,APT;Docker;Kubernetes;Netlify;npm;Pacman;Pip;Poetry;Terraform;Vite;Webpack,17402.0
35235,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);Ruby,MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Docker;Homebrew;npm;Yarn,105000.0
35238,I am a developer by profession,Other (please specify):,Employed,20.0,"Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",Germany,Bash/Shell (all shells);C++;COBOL;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL,Elasticsearch;H2;IBM DB2;MariaDB;Oracle;PostgreSQL;Redis;SQLite,Ansible;Chocolatey;Docker;Homebrew;Make;Maven (build tool);npm;Pacman;Pip;Podman,81210.0
35240,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,2.0,Financial analyst or engineer,In-person,United States of America,PowerShell;Python;VBA,,,20000.0
35241,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Czech Republic,C#;F#;Java;JavaScript;Perl;PowerShell;Scala;SQL,Elasticsearch;H2;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Chocolatey;Docker;Gradle;Maven (build tool);npm;NuGet;Podman;Terraform,60847.0
35242,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,13.0,"Developer, full-stack",,Switzerland,Bash/Shell (all shells);Dart;GDScript;Java;Rust;TypeScript,H2;MariaDB;PostgreSQL;SQLite,Cargo;Chocolatey;Docker;Gradle;Make;npm;Pacman,48605.0
35243,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Employed,3.0,Other (please specify):,In-person,Romania,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Docker;npm;Pacman;pnpm;Vercel;Yarn,18380.0
35249,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,Support engineer or analyst,"Your choice (very flexible, you can come in when you want or just as needed)",Cyprus,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL,Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;SQLite;Clickhouse,Ansible;APT;Cloudflare;Composer;Docker;Google Cloud;Kubernetes;Make;Netlify;npm;Pip;Prometheus,83531.0
35250,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,Cloud infrastructure engineer,"Hybrid (some remote, leans heavy to in-person)",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python,,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Kubernetes;Microsoft Azure;npm;Pip;Poetry;Terraform,250000.0
35251,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,16.0,Academic researcher,In-person,India,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;SQL,Cloud Firestore;DuckDB;Firebase Realtime Database;SQLite,Firebase;Google Cloud;Pip,29060.0
35253,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27.0,"Developer, front-end",Remote,United States of America,HTML/CSS;JavaScript;TypeScript,,,250000.0
35254,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",20.0,"Developer, full-stack",,Romania,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;Supabase,Amazon Web Services (AWS);APT;Cloudflare;Composer;Digital Ocean;Docker;Google Cloud;Kubernetes;Make;npm;pnpm;Podman;Prometheus;Supabase;Vite;Webpack;Yarn,58007.0
35255,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,"Developer, full-stack",Remote,United States of America,C#;Python;SQL;TypeScript,BigQuery;Microsoft SQL Server;PostgreSQL;Redis,Docker;Firebase;Google Cloud;Gradle;Homebrew;Microsoft Azure;npm;Pip;Terraform,120000.0
35256,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,35.0,"Architect, software or solutions",Remote,Argentina,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Docker;Heroku;Kubernetes;Microsoft Azure;npm;NuGet;Pip;Terraform,49904.0
35258,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,"Developer, full-stack",Remote,United States of America,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;Redis;Supabase,Docker;Homebrew;Microsoft Azure;npm;NuGet;Pip;pnpm;Podman;Supabase,115000.0
35261,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,6.0,"Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",Finland,COBOL;HTML/CSS;Java;Kotlin;Python;Rust;SQL,H2;Oracle;PostgreSQL;SQLite,Cargo;Cloudflare;Digital Ocean;Docker;Gradle;Kubernetes;Pip,69609.0
35265,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,"Developer, front-end",Remote,Brazil,,,,24575.0
35267,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",15.0,"Developer, full-stack",,Belgium,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;InfluxDB;MariaDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);APT;Cloudflare;Composer;Digital Ocean;Docker;Google Cloud;Kubernetes;Make;Microsoft Azure;New Relic;npm;Pip;Prometheus;Terraform;Webpack;Yarn,104413.0
35268,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, front-end","Hybrid (some in-person, leans heavy to flexibility)",Germany,HTML/CSS;JavaScript;Kotlin;TypeScript,,Amazon Web Services (AWS);Gradle;npm,81210.0
35270,"I used to be a developer by profession, but no longer am","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Retired,52.0,"Architect, software or solutions",,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;SQL,Microsoft SQL Server,,20421.0
35273,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22.0,"Developer, embedded applications or devices","Hybrid (some remote, leans heavy to in-person)",Israel,C;C++;MicroPython;Python,,,114715.0
35274,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,41.0,"Developer, mobile",Remote,United States of America,Java;JavaScript;Kotlin;Lua,,,145000.0
35275,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",United States of America,Go;Python;SQL,MongoDB;Neo4J;PostgreSQL;Snowflake;Clickhouse,Amazon Web Services (AWS);Ansible;Docker;Homebrew;Kubernetes;Pip;Prometheus;Terraform,180000.0
35277,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,"Founder, technology or otherwise","Hybrid (some in-person, leans heavy to flexibility)",Mexico,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL;TypeScript,Cassandra;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Docker;Gradle;Heroku;Maven (build tool);npm;Pacman;Pip;Yarn,45270.0
35278,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,"Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",Ukraine,HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL,Composer;Docker;npm;Webpack,29958.0
35279,I code primarily as a hobby,Some college/university study without earning a degree,Student,5.0,Student,,France,C;C#;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,MySQL;PostgreSQL;Redis;SQLite,Bun;Cargo;Docker;Homebrew;Netlify;npm;NuGet;Pip;pnpm;Vite,6047.0
35283,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20.0,"Developer, full-stack",,Germany,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;MariaDB;PostgreSQL;Redis,Cloudflare;Docker;Firebase;Google Cloud;npm;Pip,40605.0
35284,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,19.0,"Developer, game or graphics","Hybrid (some remote, leans heavy to in-person)",Denmark,C#,,,83048.0
35285,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,39.0,"Developer, full-stack",Remote,Canada,C;C#;HTML/CSS;JavaScript;Python;Rust,MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,,97035.0
35286,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,"Developer, full-stack",In-person,Bangladesh,Dart;GDScript;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,APT;Cloudflare;Composer;Docker;Firebase;Gradle;Make;npm;Vite;Webpack,5727.0
35291,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,40.0,"Developer, embedded applications or devices",In-person,France,,,,70769.0
35293,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,"Developer, front-end",Remote,United States of America,Elixir;Go;HTML/CSS;JavaScript;TypeScript,,,238000.0
35295,I work with developers or my work supports developers but am not a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,Other (please specify):,"Hybrid (some remote, leans heavy to in-person)",Philippines,C;C++;Fortran;MATLAB;PowerShell;VBA;Visual Basic (.Net),Microsoft Access,Cloudflare;Google Cloud;Microsoft Azure,7550.0
35297,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,"Developer, full-stack",In-person,Ethiopia,Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Docker;Firebase;Google Cloud;Vercel;Vite;Webpack,36000.0
35299,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,13.0,Academic researcher,In-person,United States of America,MATLAB;Python;R,,,149000.0
35300,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",United States of America,,,,125000.0
35301,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27.0,DevOps engineer or professional,Remote,United States of America,Bash/Shell (all shells);Groovy;Java;JavaScript;Kotlin;Python,Cassandra;MariaDB;MySQL,Ansible;Docker;Gradle;Homebrew;Make;npm;Pip;Poetry,220000.0
35302,I am a developer by profession,Some college/university study without earning a degree,Employed,40.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",United Kingdom of Great Britain and Northern Ireland,Python,PostgreSQL,,170177.0
35303,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,"Developer, back-end",Remote,Turkey,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python,BigQuery;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Docker;Homebrew;npm;Pip;Vite,12624.0
35304,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,Cloud infrastructure engineer,"Hybrid (some in-person, leans heavy to flexibility)",Chile,C;C++;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;Rust;SQL;TypeScript,Cassandra;Microsoft SQL Server;MongoDB;Neo4J;PostgreSQL,Amazon Web Services (AWS);APT;Cargo;Cloudflare;Digital Ocean;Docker;Google Cloud;Make;npm;Pip;Podman;Prometheus;Terraform;Vite,20358.0
35306,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,27.0,"Developer, full-stack",Remote,Canada,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,PostgreSQL,Ansible;Digital Ocean;Maven (build tool);npm;Vite,109438.0
35309,I work with developers or my work supports developers but am not a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,DevOps engineer or professional,Remote,Austria,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,PostgreSQL,Docker;Maven (build tool);npm,61720.0
35313,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,"Developer, front-end",Remote,Brazil,HTML/CSS;JavaScript;Lua;TypeScript,Dynamodb;Firebase Realtime Database;SQLite,,25485.0
35315,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,25.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Germany,C#;GDScript;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;InfluxDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);APT;Chocolatey;Docker;Microsoft Azure;npm;NuGet;Pip;pnpm;Webpack,75410.0
